review,sentiment
"RT @mumbaitak : Aadhaar 카드가 어디에 필요한지, 그렇지 않은 곳에서는 간단한 단어로 혼란 스러울 필요가 없습니다. 뭄바이 탁

정부 제도…",negative
@ajitanjum chunav ke bad hi asaliyat samne aati hai ... https://t.co/bes5we3ako,negative
"RT @Aajtak : SAD 대변인 @manjitgk는 1984 년 의회 의원을 담당했습니다.
#dangal @sardanarohit을 참조하십시오
라이브 : https://t.co/foz5qu",negative
'Dangal'이있을 때마다 No 1을 지속적으로 유지해 주셔서 감사합니다! 이 사랑이 항상 함께 있기를 바랍니다! https://t.co/akzkg5zyje,negative
"RT @manakgupta : 충격 - BJP 대변인은 Ghaddar라고 불렀으며, 의회 대변인은 물로 가득 찬 유리를 던지고 그를 죽였습니다. 고맙게도 아무도 다 치지 않습니다…",negative
"라이브 IAF 공습 : 가짜 이후, 파키스탄 수술은 @youtube를 통해 https://t.co/dqfxodqvju를 구걸해야합니다.",negative
"RT @rjraunac : 죄송합니다 Ginnie, 당신은이 점을 이해하지 못할 것입니다. 당신에 따라 폭력이 있습니까? 우와! 어제, 그 공격에서 나의 정체성 중 하나…",negative
"Dangal No 1. 매번. 마디 없는. 청중에 대한 사랑이 증가하고 있습니다.
이 사랑과 신뢰를 유지하십시오.
#dangal @aajtak https://t.co/s5x99ixz5s",negative
"이상한 날-
나는 힌두교가 bjp-rahul보다 더 잘 이해합니다.

심지어 하루-
Modi Shivling-Tharoor에 앉아 전갈
분쟁 H… https://t.co/t3idk2x8b",negative
"매번. 마디 없는.
청중은 'Dangal'과 사랑합니다.
아무도 크고 넓지 않습니다.
No 1 Only 'Dangal'및 Aaj Tak.
여러분 모두… https://t.co/q38oyslpir",negative
RT @sardanarohit : 'Dangal'No 1을 만들어 주셔서 감사합니다. 이렇게 당신의 사랑과 협력을 유지하십시오! https://t.co/tufhambcni,negative
'Dangal'No 1을 만들어 주셔서 감사합니다. 이렇게 당신의 사랑과 협력을 유지하십시오! https://t.co/tufhambcni,negative
"소 밀수링 : Lakhimpur Kheri에서 차에서 노래를 부르십시오! 밀수업자들은 매장되었습니다!
@youtube를 통해 https://t.co/emgpi3vexl",negative
"RT @trivedirajneesh : 모든 것이 사본을 복사하거나 변경하여 채택되고 있습니다 ...
연합의 동상에 대한 자유의 여신 ...
파텔 동상 또는 P…",positive
독점 : 갠지스 청소를위한 또 다른 마감일이 있습니까? @aajtak을 통해 https://t.co/znljrxr4i,positive
"GST는 정직의 승리 : PM
이것이 올바른 경우 석유 제품에 적용하십시오. 정직은 조금 더 증가 할 것입니다",positive
보조 엔지니어가 너무 부유하다면 큰 장교의 상태는 무엇입니까? @arvindojha의 훌륭한 보고서… https://t.co/yh2cufykl8,positive
"총리는 모든 인도 VIP에 말했다
 Yogi Adityanath는 MP, MLA VIP https://t.co/urebf5x26q라고 말했다",positive
"모디 정부와 결함 ??
그것은 Asrani Asrani가 영화에서 묻는 것과 같습니다
Sholay ... 내 감옥에 구멍 ??! https://t.co/gzq5zsesul",positive
RT @mehboobamufti : 친애하는 nidhi ab naamumkin mumkin hai 때문에! https://t.co/lnbrzoz9i6,positive
RT @kill_billpandey : 이것은 진정한 영웅이지만 Ansan은 깨지 않을 것입니다 !! bagga 🙏🙏 https://t.co/iu2owwbt7b 지원 RT,positive
Chai ha yaari shoubi mubarakh .... https://t.co/fzsywnfoan,positive
@shish01071969 @gowhargeelani Lekin Hero ka saath sena hi nehi diya diya 교도소 bejne ki tyari kar rahe hee hero ko ...,positive
@atheist_krishna ha ha ha ha asli kam hai ... kundli photoop nahi karni,positive
"wah @jamwalnidhi badhai ho ..
가온 보고서를 존경합니다. https://t.co/3e2excs3lc",positive
@_amitjha 번호 bhejiye,positive
RT @thelallantop : Netaji는 5 세부터 RSS 지점으로 가서 PM 랠리에 VIP를 걸고 Vande Mataram의 다른 사람들을 저주합니다…,positive
"Shree Rofl Gandhi?
Aisa Kaun Karta Hai? https://t.co/o97b6lg5om",positive
EK Samarthak NE Instagram SE TEEN TALAQ KARWA DIYA. 창조적 인 bezzati kaun karta hai ji ...,positive
"RT @mptakofcial : 독점 : Shivraj의 RSS Office Security에 대한 강력한 답변.
@chouhanshivraj @mpraakeshsingh @rahulkothariibjp @rames…",positive
Jodhpur에서 Pani Batasha와의 사랑 ..... https://t.co/ycrvwcg9ap,positive
"좋은 아침 ""INSAAN KHAAK SE BANA HEY, AGR 미국 MEIN KHAAKSAARI NAHI에게 USKA HONA YA NA HONA BRABAR HAI에게""",positive
"좋은 아침 ""izzat dil me""honi chahiye ""lafzon me nahi.""aur ""Narazgi lafzon me.",positive
"@mubassir_latifi. Jenab Msg Aaya Tha, Maina Soncha ki aap sab kai sath share karo.",positive
om me hi assthaom me hi vishwasom me hi shakti om me hi sara sansarom se hi hi achhe din ki shurwt'om namaha shivay,positive
"좋은 sms msg ''riste tajmahal ki tarah hote 그는 ki ki khubsurati to dikhti he, parunhe banane me laga waqt nazer ni aata ......",positive
"좋은 msg'riste tajmahal ki tarah hote 그는 ki ki khubsurati to dikhti he, parunhe banane me laga waqt nazer ni aata ......",positive
"놀라운 사실 '피 메일'메일 'aata hai', 그녀는 'he'aaata hai,'여자 'me bhi'men'aata hai.saale mardon ki aadat hi hoti hai.aurton me ghusne ki",positive
"@saba_imtiaz 나는 방문 후 Heritage City의 Lahore를 사랑합니다. Jis Ne Lahore Nahi Dikiya, Usna Zindagi Wich Nahi Dakiya",positive
"Marte Sharabhi se bhagwan ne pucha, koi antim icha.sharabi : aane wale janam me daant bhale hi ek dena, par 간 32 Dena Prabhu ... !! 건배.",positive
"@mkandharii naara kisi ka bi ho, phaala sabi bharitaya to badalana hoga. tabi strong lok pal baan sakta hai ...., aahhi to bk",positive
"rt @nikhilrampal1 : bahut mehnat lagi hai는 그래프 ko banane mein, behnon bhaiyo https://t.co/nojoxn3lsj 공유하십시오",positive
"RT @Rahulkanwal : 독점 : Meghalaya의 쥐 구멍 광산 내부의 무서운 진실
석탄의 불법 광업
노동자들은 위험에서 생명을 제거했습니다…",positive
오늘의 피로를 제거하려면 다음을 참조하십시오 .-) https://t.co/6x3scqtmrb,positive
"RT @Rahulkanwal : 독점 : 'Namami Gange'익사, '거룩한'강은 독이없는 폐기물에서 해방되지 않습니다.

https://t.co/funnt3uqan

@ashoupadhyay",positive
"RT @ashu3page : 독점 : Jinnah는 Kairana의 실제 문제가 아니며 BJP는 전략을 변경해야했습니다. @patelanandk에 의해
https://t.co/c5izek0d",positive
"RT @jagrannews : 독점 : Bihar의 홍수에서 부러진 암거, 사람들은 휩쓸고, 라이브 비디오 https://t.co/lbxcwsrdfi",positive
"RT @Rahulkanwal : 독점 : 환자로부터 청구되는 의약품의 9 배 더 높은 가격 @ajtak

https://t.co/l4idhkmnq1",positive
RT @ankits_ingh : '내 침묵은 수천 개의 답변보다 낫습니다. @chitraaum 최상의. hallabol @aajtak htt…,positive
"매우 아름다운 비디오가 있습니다 :)
매우 감사합니다",positive
rt @deepak12112000 : @chitraaum u를 기원합니다. 하나님의 은혜가 항상 당신에게 남아 있고 당신은 중립 저널리즘에 대한 책임이 있기를 바랍니다…,positive
"RT @rc_shukl : 전형적인 형제 자매 사랑, 애정 및 랭킹!

@rahulgandhi가 자매 @priyankagandhi를 뽑았을 때


얼마나 아름다운 접착.
에게…",positive
"rt @siddhrtha_giri : ╭ ─ 안피고 • ╰ ‑ ─ 정이 ─신


추억의 손길은 매우 이상합니다.

패스는 없지만 매우 있습니다

더 가까워요 !!

💕 좋은 밤…",positive
"사랑스러운 ☺️ .️
새_",positive
"rt @siddhartha_giri : #kxipvrcb
    토스 우승은 경기에서 승리 할 것입니다.
      #RCB 팬들에게 가장 좋은 소원
          @chitraaum didi https://t.co/ ..",positive
rt @ashutoshshisho1 : @chitraaum dal diya 투표 ... Hamesha ki tarha usse party ko..jai hind https://t.co/uvylhnyyoon,positive
"@priyankagandhi @aajtak 독점 - 오후 7시 -

Priyanka Gandhi 독점

Aaj Tak과의 대화에서 Priyanka의 Modi… https://t.co/8ro57i1kai",positive
"오후 4시 30 분과 오후 8시 30 분 @yadavakhilesh 독점-

Mayawati와 우리 동맹은 환상적입니다 ..@bjp4india… https://t.co/2tede1i3wm",positive
"RT @suriyaisthebest : 행복한 여자의 날 @chitraaum ma'am
aapki chhavi aisi jinke chehre par kaya ke samay bhi koi shikan nahin hamesha sfu…",positive
"rt @ankits_ingh : @aajtak에 가입하여 @chitraaum과 함께 #thakat을 시청하십시오.

쇼의 약간의 엿보기 :-

나는 Masood Azhar의 죽음에 대한 소식이 있습니다…",positive
RT @dagarmohit98 : @chitraaum ji는 아침부터 당신이 살고있는 것을보고 있습니다. 보고서는 최고의 뉴스 앵커 중 하나입니다. #aajtak #chitratrip…,positive
"rt @binnu_sarraf : @chitraaum @aajtak 나는 다락방 국경에서 최고의 보도를보고 있습니다.
대단한 일 부인",positive
"#@Chouhanshivraj 기자 회견에서 독점

@Narendramodi의 2019 년 승리… https://t.co/nhpyat8qlw",positive
rt @awasthis : pls는 @chitraaum n me와 함께 #republicday 커버리지를 위해 @abpnewstv를 시청합니다! 가장 상세하고 가장 상세하고…,positive
"@abpnewshindi 독점

Priyanka Gandhi의 움직임은 2019 년과 연결되어있어서는 안됩니다.

@amitshah… https://t.co/xolfmcczm5",positive
"@chouhanshivraj 독점-

상위 카스트는 MP, 2019 승리를 물리 쳤다.

@bjp4india 's… https://t.co/teljwyauoz",positive
Shukriya Mayank :) https://t.co/1vucnivlkf,positive
@pushpakg @rdxthinksthat @manaman_chhina true! 진실! 카하니 가르 가르 키 ...,positive
@rdxthinksthat @manaman_chhina ha! 하아! 하아! 카하니 (Fauji) ghar ghar ki ... 😄😀,positive
"일부 역사가들은 Lalitaditya 왕을 'Alexander the Great'와 비교하고, 일부는 그가 그 이상이라고 믿습니다… https://t.co/2zjapmpj",positive
"RT @smitaprakash : @Gauravcsawant abhi idhar koi sea nai hai 인도 pak kay darmiyaan, janta ko 혼동 매트 카로. Alredy Matha Garam…",positive
@peppyprasun ha! 하아! Bhai 기자 Hoon. Khush Hoon :)),positive
"#CCS. 인도의 포괄적 인 국가 대응은 무엇입니까? 전술적 행동만이 아닙니다. 국가로 반응합니다

진실을 물어보십시오… https://t.co/e1rqdkqli3",positive
"@shivanginipatha Patrakarita Hi Chalti Rahe, Bhaut hai :-)",positive
@ramanuj_r @ankitjain2191 :) dhanyavaad,positive
@a_truthsayer ha! 하아! 카슈! Woh Subah Kabhi Toh Aayegi ....,positive
나는 발을 보관하고 수천 가지 방법이 떨어집니다. @piyushgooyal 예산 - 강력한 인도를 만들기위한 길에서.… https://t.co/tdxpweoqtg,positive
@ravigm3 @shekhar19541 dhanyavaad :),positive
"신의 축복을 빕니다. Ishwar Dono Ko Sadiva Saphal, Saksham, Swasth Aur Shatayu Rakhen. 아움! https://t.co/xmiuteex2b",positive
@kamalkantmishra dhanyavaad :),positive
@drjwalag dhanyavaad :),positive
"vaishnav jan toh tene re kahiye je ... Peer paraye jaane re ...

https://t.co/r5eaplsgwo 듣습니다. 그리고 공유",positive
@ashishsinghlive @adityarajkaul Hi Rockstar! 최선을 다하길 바랍니다. Ghar wapsi ki shubh kamnayen.,positive
HA HA HA HA HA HA HA HA HA HA https://t.co/oaug94af3k,positive
RT @duniyatak : 캥거루 직전 파키스탄. 인도는 파키스탄의 재정적 도움을 도와야합니까? @Duniyatak의 @Gauravcsawant와 함께 .. 구독하십시오…,positive
"이것은 재미있다 !!!
선거 TAK : BJP MP가 연설을 계속하고 헬리콥터를 떠난 곳은 어디입니까? 비아… https://t.co/sf1xnijo2a",positive
RT @aajtak : Lok Sabha 날짜가 발표되었고 Patidar 지도자 @hardikpatel_는 의회에 합류 할 예정입니다.,positive
"RT @arvindojha : Bulandshahr 폭력의 슈퍼 독점 CCTV 영상, CCTV 장면은 검사관 Subodh Singh의 살해 전 ... 지금까지…",positive
성도들은 아흐 메다 바드에서 아들이되었고 부모는 몹시 배타적으로 울었습니다. 새로운 ... @youtube를 통한 https://t.co/rxcanabopm,positive
RT @newstakofficial : 구자라트 CM 루파니가 Atal 독점 라인을 들었을 때 @anjanaomkashyap @gopimaniar @vijayjayhrupanibjp #atalbihariv…,positive
Ahmedabad에서 1200 명의 간호사를하고있는 훈련은 무엇입니까? @youtube를 통해이 독점 VI ... https://t.co/j9zwofurhr를 참조하십시오,positive
"Surat에있는 Aam Aadmi Party의 포스터, https://t.co/ev6kzfgdey",positive
#Modinamerica 그는 사람들의 마음을 얻는 스타일을 가지고 있습니다 .... 내 나라 사람들은 유전자가 아닌 수천 km 떨어진 우리 나라의 명예를 높였습니다.,positive
"RT @Rifatjawaid : 내 사랑스러운 동료 @Shamstahirkhan- 이제 Shams (Sun)에 의한 Gr8 라인은 침수되지 않았습니다.
나는 나에게 나에게 돌아갈 것이다…",positive
@arvindkejriwal은 여전히 ​​남자 친구입니다. 2014 년에 최고입니다.,positive
RT @prashantjourno : Morning Wisdom : UP의 최고 장관은 Ajay Singh Bisht와 같은 일이 아니라 @MyogiadityAnath처럼 일해야합니다. 이것…,positive
Samajwadi 파티 MP Naresh Aggarwal은 오늘 BJP에 합류하여 출처를 인용합니다. @bjp4india @amitshah @pmoindia,positive
"RT @prashantjurno : Aadhaar, Saheb에 통증을 더하십시오
발견 된 사람들 .. 다시 얻지 마십시오!

(Courtesy @dipakdashtoi)
@anandprakash…",positive
"RT @anandprakash7 : 내 사자와 같은 친구를 낳는 어머니와 자매들과 같은 사자 ...
행복한 여자의 날
#wom…",positive
rt @anandprakash7 : @bjp4india mps와 함께 PM @narendramodi BJP 의회 파티에 참석 한 후. 2019 년 의회 당 회의에서 오후…,positive
"RT @poonam_mahajan : 내 말의 기술에 대해 확신합니다.
사람들은 내 얼굴을 잊어 버릴 수 있지만 말하지 않는다 ... !!!
생일 축하해 바바! https : //t.co ..",positive
"pls. 내 이야기를 읽으십시오
정부는 검열위원회 자체에서 가위를 운영 할 준비를하고 있습니다.
https://t.co/ajpx9xllcl",positive
"""우리는 진짜 파수꾼을 존중합니다. 실제 파수꾼은 약간의 패션을 가지고 있습니다 !!!""

#Bengal… https://t.co/2wog2sdn9l을 들어보십시오",positive
"RT @Aajtak : 델리에 16,500 그루의 나무를 구하기 위해 델리 프라데시 마힐라 의회는 Sarojini Nagar에서 '나무를 구하십시오'를 만들었습니다. 나무에서…",positive
"RT @mumbaitak : @sonytv의 통지 후 왜 코미디언 @irajusrivastava 충격 | 뭄바이 탁

@sonytv 왜 코미디언 @irajusriv…",positive
"RT @mumbai_tak : 조심 !! 플라스틱을 보여 주면 Blue Marshal이 잘 맞습니다.

Maharashtra에서 플라스틱 금지 후 사람들은 또한 어딘가에 두려워합니다.",positive
"RT @kamleshsutar : 오늘의 최우수 :
""Chhoto는 '어머니'가 걸려 넘어 질 때, 그리고 Baddo 'Matoshree'!!
#puns
#Amit_ Shah #Amitshah #sh…",positive
RT @journorajeshk : @dev_fadnavis tumhara koi kya bigad lega @nawazuddin_s bhai..bahot khob과 d 단계를 공유 할 때. #nawazuddins…,positive
"RT @aajtak : 뭄바이의 거친 폭동 15 개 버스, 최고의 백 버스 최고의 버스
@journovidya 의이 보고서를 참조하십시오
#Mahacasteconfli…",positive
"RT @ledeind : 고아에서 독점적 인 여성을 격렬하게 폭행했습니다
https://t.co/cwgsmybrry https://t.co/zno83d03ad",positive
"RT @kunwarmritunjay : 나는 오늘 내 마음에 돌을 넣어서 이것을했다.
내 modi ji 오늘 나는 헤어졌다. #shivsena #BJP
pls Play #breaku…",positive
@kbssidhu1961 haha. Unke liye spl bandobast cbi kar rahi hai. #JustSaying,positive
@manaman_chhina 잘 시간 aa gaya hai,positive
"""",positive
RT @BBCHINDI : BBC 독점 : BBC 팀은 Balakot의 Madrasa 내에서 파키스탄 군대의 감독하에 도착했습니다.,positive
"RT @supriya23BH : Congprez Rahul Gandhi :
며칠 전 PM은 대법원이 나에게 깨끗한 chit을 주었다고 말했지만 오늘 SC는 그것을 청산했다.",positive
@zebaism aaiye dekhiye wadiye kashmir ke khoobsurat nazare :),positive
"@ashishsinghlive lagta hai kids, yeah bhi ek sapna hade ...",positive
"@ViveKitbp Peeche TV SE Lagta Hai News (채널) Ki Galiyan. ,,,",positive
"Rahul Gandhi에서 PM의 강한 지브.
PM : Pehli Baar Pata Chala Gale Milne Aur Gale Gale Padne Mein Kya Farq Hota Hai

peh… https://t.co/k6suo5pimm",positive
"RT @notkarthik : 친애하는 @google

Itne Badhiya Maps Banaye, Chota SA 기능 Aur Daal Ki Saaf Bolde Flyover Par Chadhna Hai Ya Neeche…",positive
@shu3page aap prayagraj mein virajman rahein :),positive
"@listenshahid jana hai jana hai ... abhi jana hai ...
,,,",positive
"@vivekitbp fateh kar liya ho, toh parvat se utar aaiye :)",positive
"RT @vasudha_et : 친구에게서 들었습니다 : Aaj bjp ke liye khamoshi ka din hai. 377 PE KUCH NAHI BOLNA HAI, BANDH PE BHI KUCH NAHI BOLNA HAI.",positive
Smriti Irani 의회에서 Rahul Gandhi를 찬양합니다. https://t.co/jyick4zblt,positive
"RT @mumbaitak : Poonam Mahajan 독점 - @poonam_mahajan의 도전에 좌석을 구하기위한 도전

https://t.co/slvjrodr3b
@kamleshsutar",positive
"RT @mumbaitak : Priya Dutt 독점 - Fear Factor는 Modi 정부의 지원 뒤에 일하고 있습니다.

https://t.co/Hazeir3H3f
@ajtak @indiayatoday @…",positive
성전이 건설되지 않으면이 정부는 형성되지 않을 것입니다. 그러나 성전은 지어 질 것입니다! #ayodhya…,positive
". @shivsena는 Alliance에 대한 @bjp4india의 제안을 웃습니다. @rautsanjay61은 말합니다
대답을하지 않은 사람들, 오늘은 그들의 경례… https://t.co/ypwpy9a23e",positive
RT @vinodkapri : 지구의 챔피언 : 2016 년 아프로즈 샤 (Afroz Shah of India)와 2018 년 프랑스 대통령이 같은 상을 받았습니다.,positive
"RT @mumbaitak : 독점 인터뷰 -Sidhu 지원의 Abu Azmi

Imran Khan이 파키스탄에서 맹세 한 후 둘러싸인 모든 라운드…",positive
"RT @mumbaitak : PM Modi의 연설 Jignesh Mevani가 왜 지루해 졌습니까? 독점 | 뭄바이 탁
독립 기념일에 총리는…",positive
"RT @sahiljoshii : 이것은 재밌습니다 .. @Bhujbalchhagan at Pune Rally, 모든 재산이 첨부되었지만 나왔지만 나왔을 때 나왔습니다.",positive
"오늘의 가장 좋은 전진 :
""Chhoto는 '어머니'가 걸려 넘어 질 때, 그리고 Baddo 'Matoshree'!!
#puns
#Amit_ Shah… https://t.co/sl8zwfqxxs",positive
"RT @Mohammadkaif : 위기에 둘러싸여 있지만 패배하지는 않음,
장애물로 싸우면 승리가 결정됩니다.
이 정신으로 절을합니다. https://t.co/2 ..",positive
"@bharatidubey @indiatodayflash ek hota toh milta !! 뭄바이 ki aadhi aabadi mantralay me hi hai to yaha! ,,,",positive
"얼마나 진실하고 관련성이 ...
교차로에서 로오타 찢어짐
Wazir는 전당포에 맞았다
마지막 속임수를 남기고 수치를 만들어 보자… https://t.co/o9usjtp7z9",positive
RT @pmoindia : 7.5 라크까지 최대 10 년 동안 매년 8 %의 이자율이 확보됩니다 : PM @Narendramodi,positive
#Rohithvemula의 Mothr Radhika & amp; Brothr Raja Chaitanya는 뭄바이에서 불교를 받아들입니다. https://t.co/qyk38rq2ia,positive
"@drabhi7 ghar baahar ka to pata nahi, lekin mudda to bann gaya hai. 공개 더 나은 거래 Maangti Hai.",positive
RT @dilliaajtaktv : 델리 AAJ TAK에서 오후 1시에 Alka Lamba와의 독점 대화보기,positive
"이것이 민주주의의 아름다움이며, 당신은 당연한 것으로 간주 할 수 없습니다. 이제 #TOMVADAKKAN 만 가져 가십시오.",positive
"rt @satender83 : @kumarkunalmedia aap gb pant 병원 bhi aakar dekhen..wahan toh aur bhi bura hal hai ...
무료 의학 ka raag gaane wala…",positive
RT @Satishcharya : Rahul Gandhi는 Narendra Modi를 안아줍니다! @SifyDotcom 만화 #Rahulgandhi #NoconFidenceVote https://t.co/scjrjhuywj,positive
"rt @twtpoonam : pls break-

AAP의 실격 된 MLA와 관련하여 델리 고등 법원은 자와에게 선거위원회와 Prashant Patel에 대해 주었다.",positive
RT @Aajtak : 의회는 최고 선거 국장과 AAM AADMI 당의 Rajya Sabha 후보 ND Gupta에게 불만을 제기했다.,positive
"RT @Aajtak : 독점 : Ashutosh는 Sushil Gupta라는 이름으로 동의하지 않았으며 PAC 회의에서 항의했습니다! @pankajjainclick
https://t.co/j6iq817hol",positive
따라서 28 %가 18 %로 감소합니다. 따라서 56에서 36까지 줄어 듭니다 :) #gst #gstoverhal,positive
"Siddharth Nath Singh는 BMB 공식을 제공했는데, 여기서 Bhag는 Mukul Bhaag에서 Bhaag Mamta Bhaag에 이르기까지였습니다. 이제 Mukul은 파티에 있습니다. 그러면 대중은 BMB를 말할 것입니다. ,,,",positive
AAM AADMI 파티 사무소는 어제 이른 시간에 도난당했습니다. 이전에는 차를 훔쳤고 이제 그는 지원을받은 평범한 사람에게서 가져 왔습니다. 모두가 만났다 !! ;) #aap,positive
VIP 문화는이 나라가 아니라 끝났습니다. 그러면 델리 공항에서 늦게 13 번의 항공편이 어느 VIP를 태어 났습니까? #VIP #IGIAIRPORT,positive
"rt @roshani_thokne : 생일 축하합니다 #srk #Kingkhanat52
무언가가 일어난다.",positive
RT @Aajtak : AAP MLA는 Amanatullah Khan @drkumarvishwas의 취소에 대해 무엇을 말 했습니까? AAJ TAK 특파원 @pankclick 독점 토크…,positive
홍수 황폐가 며칠 안에 끝났거나 정부 발표의 비가 이루어 졌습니까? 선거위원회는 설득 할 수 없었습니다,positive
트럼프를 포옹하지 말고 Rahul Ji에게 확실히주십시오. 이런 것들에서 누군가가 Rahul ji라는 이름으로 당신의 스핀을 받고있는 것 같습니다… https://t.co/wfk15whi8x3,positive
"비디오를보아야합니다
갑자기 찌르기.

Chowkidar Chor Hai의 슬로건을 가진 아이들… https://t.co/qzmbodlyfm",positive
"독점 휴식-
출처에 따르면, 13과 2는 타협 직전에 있습니다.

의회는 15 석을 수락 할 것입니다. Amethi-Rai… https://t.co/ul6wdmzqpj",positive
"최고의 소스-

UP의 Grand Alliance에서 의회를 모으려는 또 다른 시도는 실패했습니다.

UP 의회의 그랜드 얼라이언스… https://t.co/dyseql31hw",positive
"@relllyswara 그녀는 좋은 여배우입니다 .. 얼굴을 마주 보면 아이디어, 아티스트에 대한 개인적인 의견은 적절하지 않습니다.",positive
@zoo_bear @twitter @gutrgoo @thinkarspad @sureshnakhua는 모두 손으로 손으로 가야합니다. 하하하 농담,positive
"독점적 인 브레이킹
12 월 20 일, 좌석 공유에서 오후 1시 30 분에 비하르의 그랜드 얼라이언스 파티와 함께 ​​라훌 간디… https://t.co/igyvj04rm4",positive
"Shivraj 정부에 대한 Rewa에서 ""Saints""의 ""Maha March""
.@incmp.",positive
"Digvijaya Singh, jyotiraditya scindia @indiayatoday를 통해 Rahul gandhi https://t.co/uxuqmhof10의 존재하에 언어 적 스 패트에 참여합니다.",positive
독점 : Rahul Gandhi는 이제 @aajtak을 통해 Kailash Mansarovar https://t.co/pxgbqeibas 이후 두바이로갑니다.,positive
독점 : CWC 회의에서 Rahul은 BJP와 RSS로부터 배우는 조언을했습니다! https://t.co/ik4wkzkq3r via @aajtak… https://t.co/pq5lfyslta,positive
"독점적인-
Rahul은 이제 중동 이후 유럽으로 갈 것입니다. Rahul은 이제 유럽으로 가서 @aajtak을 통해 https://t.co/56nyipuszj https://t.co/56nyipuszj… https://t.co/hf8zdisvwwo",positive
독점 : 2019 년 전투에서 Rahul은 @Aajtak @Rahulgandhi @Incindia를 통해 데이터 https://t.co/svrytg0ypn의 지원을받습니다.,positive
RT @kumarvikrants : 독점 : Rahul 's Work Committee 선발 과정 https://t.co/vzvviqikcy @aajtak을 통해,positive
"RT @Snehanshus : Rajya Sabha의 Jaya Bachhan을 재발하는 Samajwadi 파티, 파티는 Naresh Aggarwal @kumarvikrants https://t.co/55fzupgdci",positive
"독점적 인 Break-Jaya Bachchan은 Samajwadi 파티에서 Rajya Sabha 티켓, Ticket @Yadavakhilesh가 아닌 Naresh Aggarwal에 이르기까지 다시… https://t.co/d3v9xejvgm",positive
독점 : Rahul Gandhi는 @aajtak을 통해 집에서 일하는 청년의 결혼식에 도착했습니다.,positive
독점 : Rahul의 의회는 또한 @aajtak을 통해 실무위원회 선발 과정을 변경하지 않았습니다 https://t.co/vzvviviqikcy,positive
. @officeofrg @Incindia 독점 뉴스 브레이크는 새로운 의회 실무위원회를 구성하지도 않을 것입니다. 2019… https://t.co/o12mkzprh,positive
@Incindia Parliamentary Party 회의- Gandhi는 @officeofrg 대통령이되기를 축하했습니다.,positive
Loya 판사의 사망은 PIL을 통해가 아니라 SIT에 의해 독립적이기 위해 조사됩니다. NIA와 CBI는… https://t.co/rjy7bevge5,positive
독점 : 의회는 Karnataka- https://t.co/omvvwne3eh @officeofrg @incindia @inckarnataka의 소셜 미디어 팀을 변경했습니다.,positive
"'Shivbhakta'Rahul은 목 주위에 Rudraksha의 화환을 입고있는 것을 보았습니다.

https://t.co/zhe3tambdu

Aajtak 뉴스 앱을 통해 공유… https://t.co/jyri89r9q3",positive
@santosh_biet @jhasanjay @officeofrg @narendramodi @incgujarat @anecgujarat @andiajtak @indiatoday @bjp4india wht ready y… https://t.co/abbqkupp,positive
행복한 결혼. 둘 다 축하합니다. @Anushkasharma @Imvkohli 전국 영화와 크리켓의 가장 팬… https://t.co/hg0v5ax3hd,positive
@officeofrg는이 두 가지 이야기를 나레이션했다고 - 파티가 아닌 @ancindia @aadeshrawal을 읽으십시오.,positive
.@Officeofrg 좋은 비디오는 어린이에게 토피를 배포합니다. @incgujarat @rssurjewala @aajtak @incinc @arjunc @rachitest… https://t.co/a8qflxm3il,positive
RT @snehanshus : 오늘 당신은 행복 할 것입니다. 그러나 나와 같은 일. GM과 행복한 일요일. https://t.co/rbpwqkakfh,positive
@ajtak @officeofrg @ahmedpatel @Incindia 독점 : 구자라트 https : //t.co/yqensf8v27에서 BJP를 물리 치기위한 의회의 '평화 계획',positive
@Aajtak Bhadana는 의회를 떠났다. 처음으로 Inld에 갔다. 이제 그는 BJP의 MLA입니다. plz cleariffy,positive
"@ajtak @officeofrg @indianpac @Incindia는 현재 Andhra에서 YSR 의회와 함께 PK, 의회는 무료 손 -https : //t.co/sopuledh00이 필요합니다.",positive
"RT @Aajtak : 독점 : 카슈미르는 중국에 의해 더 위협을 받고, 드래곤은 그런 게임 인형극, 파키스탄은 꼭두각시로 남아있을 것입니다.
https://t.co/nqxc1tsrud https…",positive
"rt @k_vikrant_s : @aajtak @officeofrg @incindia @indiatoday는 Rahul의 Plan Super-40, 독점 스토리 https :…",positive
"@ajtak @officeofrg @incindia @india @indiatode는 Rahul의 Plan Super-40, 독점 스토리 https://t.co/yerpdmsfi 전에 중지되었습니다.",positive
@aviralsingh99 @sirbullymammoth @cnnnews18 plz bro .. thoda bahut main bhi janta hoon.,positive
모두가 이기고 싶어하지만 아들의 진보에 만족하는 아버지가 있습니다.,positive
rt @k_vikrant_s : @ajtak @inceindia @officeofrg 독점 스토리 .. Rahul에 전문가와 거래자를 추가 할 계획 https://t.co/esp5upltcb,positive
@ajtak @Incindia @officeofrg 독점 스토리 .. 전문가와 거래자 추가 계획 https://t.co/esp5upltcb,positive
@Incindia @officeofrg @rahulkanwal Kumar Vikrant 독점 : 이제 Rahul은 '3K'공식으로 의회를 바꿀 것입니다! https://t.co/bgyk2fqgwq,positive
@amahayas @aajaymaken 단순히 maken ji ke beech me na aao yar. 메인 UNSE 라이트 마자크 카르 르가 타. GN,positive
