sentiment,review
"ఈసారి పిట్ కంట్రోల్ ముగిసింది, అతని బ్యాట్‌ను వదిలివేసింది మరియు బంతి మొత్తం శరీరంలో బంతిగా అనిపించింది.",negative
పండితులను స్థిరపరిచే ముందు కాశ్మీర్‌ను శుభ్రపరచడం లేదు. దీనిని దేవుని శుద్దీకరణ ప్రచారం అని కూడా పిలుస్తారు. #Kashmirfloods,negative
మీలాంటి లౌకిక కీటకాలు ఈ దేశానికి క్యాన్సర్,negative
"ఈ దేశంలో, నెమ్మదిగా ముందుకు రావడం కొనసాగించే రుస్టోమ్, నా పాకిస్తాన్ అలోవ్ అని చెప్పే వారి తల్లి మరియు సోదరి ఒకటి.",negative
ఈ కప్పు రూపకల్పన ఇష్టపడలేదు - ధోని. #Indvseng,negative
మతతత్వం అనే విషం దేశంలో వ్యాపించింది. ఈ విషం యొక్క కోత ఏమిటి?,negative
అందుకే నిజమైన బుకీలు ఎప్పుడూ భారతదేశం జట్టుపై డబ్బు పెట్టుబడి పెట్టరు.,negative
"ముస్లింలు లేనట్లయితే, ఈ ప్రపంచంలో శాంతి ఉండదు",negative
"ఉత్తర ప్రదేశ్‌లో, ఈ తండ్రి కుమారుడు ప్రభుత్వం, స్నేహితులు అంతం చేసే సమయానికి ఉన్నాడు",negative
ఆ విధంగా ధోని జి బ్రిటిష్ వారిని అప్పగించారు.,negative
"కేంద్రంలో తల్లి మరియు కొడుకు ప్రభుత్వం ముగిసింది, ఇప్పుడు ఉత్తర ప్రదేశ్‌లో ఉంది, ఉత్తర ప్రదేశ్‌లో ఈ తండ్రి మరియు కొడుకు సమయం ప్రభుత్వానికి వచ్చింది, స్నేహితులు",negative
"Ha ha ha ha ha ఇది తలక్రిందులుగా పిలుస్తుంది, వావ్ ధోని వావ్",negative
చివరి బంతిని చివరి బంతిని స్కోర్ చేయడం ద్వారా హీరోగా చివరి బంతిని గెలిచి భారతదేశాన్ని గెలిచిన భారతదేశాన్ని ధోని ఓడించాడు,negative
"ఈ రోజు ఉత్తర ప్రదేశ్ లోని బిజ్నోర్లో, యోగి ఈ తండ్రి కొడుకు ప్రభుత్వం ~ జై బాబా గోరక్షనాత్ ను నిర్మూలించాలని ప్రజలను ఉద్దేశించి ప్రసంగించారు",negative
"ఈ PM లో నేపాల్ ఇవ్వడానికి 10000 కోట్లు ఉన్నాయి మరియు భూటాన్ 4500 కోట్లు, కానీ Delhi ిల్లీలో 20 కోట్లు కాదు #FRAUDBYSECRETBALLOT",negative
"అల్ ఖైదా భారతదేశంలో ఇస్లామిక్ నియమాన్ని ఏర్పాటు చేస్తుంది: జావహిరిలో దాచిన 'ఓల్డ్ మాంక్' బాటిల్ బెయిల్ చేస్తే, అప్పుడు మేము ఇలా మాట్లాడుతాము '",negative
"కేంద్రంలోని ప్రతి కాంగ్రెస్ మంత్రి తీవ్రమైన అవినీతి ఆరోపణలు ఎదుర్కొంటున్నారు, అతన్ని మంత్రిగా ఉంచుతారు, ఎందుకంటే అధికార దురాశ దీనిని పిలుస్తారు.",negative
అమాయక అసరాం బాపు జి పోక్సోను దుర్వినియోగం చేయడం వల్ల చిక్కుకున్నారు. జోధ్పూర్ పోలీసులు #365DAYSOFPOCSOMISUSE HAAPPEN ను ఎందుకు అనుమతించారు?,negative
"ఈ 17 వ ఓవర్ కేవలం 2 లో కేవలం 2 లో 6 పరుగులు తీసుకోవాలి, 30 15 రేటుతో 30 అవసరం - ధోని యొక్క తడి కల",negative
ఇది ఈ దేశంలోని మెజారిటీ హిందువులపై మానసిక దారుణాల కోసం మాత్రమే తయారు చేయబడింది.,negative
అమాయక అసరాం బాపు జి పోక్సోను దుర్వినియోగం చేయడం వల్ల చిక్కుకున్నారు. జోధ్పూర్ పోలీసులు #365DAYSOFPOCSOMISUSE HAAPPEN ను ఎందుకు అనుమతించారు?,negative
"భారతీయ సిక్యులరిజం అనేది ఒక కొత్త రకాల లౌకికవాదం, ఇది ఈ దేశం యొక్క మానసిక అనారోగ్య -అహింస వల్ల తమకు తాము తయారు చేయబడింది.",negative
"మరియు ఆస్ట్రేలియా ఫైనర్‌ను గౌరవించదు, అందుకే ఫక్నర్ కూడా ఇంగ్లాండ్ తరఫున ఆడటం ప్రారంభించాడు.",negative
నా వీధి కుర్రాళ్ళు ఈ ధోని కంటే మెరుగ్గా ఆడతారు,negative
"సోషల్ మీడియా యొక్క సృజనాత్మక ఉపయోగం గురించి సమాచారాన్ని అభ్యాసకులకు ఇవ్వండి, వారిని నకిలీ ఖాతాగా చేయండి.",negative
వింతైన ప్రజలు ఈ దేశంలో నివసిస్తున్నారు… వారు తమ భార్య కడుపులో లక్ష్మి ఛాతీలో బాగానే ఉన్నారు,negative
"కొంతమంది బిచ్చగాళ్ళు ఇలా వేడుకుంటున్నారు, ఈ వృత్తికి రావడానికి మీరు బాధ్యత వహిస్తారు.",negative
ఈ సంబంధాన్ని విచ్ఛిన్నం చేయడానికి ~~~ తలుపు సముచితం అయితే ఇది ఆందోళన చెందదు,negative
"నన్ను ఓడించిన తర్వాత ఎవరైనా నా జీవితాన్ని తీసుకుంటే, నేను నాకు ఆమోదయోగ్యమైనవాడిని, కాని మోసం చేసేవారికి నేను అవకాశం ఇవ్వను",negative
"మంచు తినడం స్వేచ్ఛా మార్కెట్ మరియు శిధిలాల మధ్య నీటితో నిండి ఉంది, అసౌకర్యానికి కూడా క్షమించండి.",negative
ప్రతి పనిని అడ్డుకునే వారిని అరికట్టాలి.,negative
Rt @crimetakbrand: కాబట్టి N.D తివారీ కుమారుడు రోహిత్ శేఖర్ ఈ ప్రకటన కారణంగా పట్టుబడ్డాడు! క్రైమ్ తక్ @shamstahirkhan @aajgothi https://t.co/ ..,negative
"ఈ వీడియో మీ మనస్సును షాక్ చేస్తుంది! , క్రైమ్ తక్ https://t.co/8vis2dqxyj",negative
ఈ కుర్రాళ్ళు టిక్-టోక్‌లో వీడియోలు తయారు చేయడం ద్వారా ప్రపంచవ్యాప్తంగా వైరల్ కావాలని కోరుకున్నారు. క్రైమ్ తక్ https://t.co/jeg4kmg1d,negative
ఖైలా కుంభకోణంలో కత్తిని పొడిచి చంపిన దోషి యొక్క అత్యంత ప్రత్యేకమైన ఫోటో ఈ నేరానికి మాత్రమే. క్రైమ్ తక్ https://t.co/knohvkyuyn,negative
మహిళా IAS ఆఫీసర్ వేధింపు Delhi ిల్లీ: మహిళల IAS అధికారి https://t.co/mtzhnafyiv తో సాకెట్ కోర్టు ప్రాంగణంలో దెబ్బతిన్నారు,negative
"Rt @crimetakbrand: టీవీ న్యూస్ యాంకర్‌తో అర్ధరాత్రి ఏమి జరిగింది, ఈ ఛానెల్ యొక్క యాంకర్ ఎందుకు మిస్టరీగా మారింది. క్రైమ్ తక్ @aajgothi https://t.co/lv76mzb7f9",negative
"RT @crimetakbrand: Delhi ిల్లీ పోలీసు ప్రధాన కార్యాలయంలో ఒక అధికారి ఎందుకు చనిపోయాడు? క్రైమ్ తక్
@Aajgothi @shamstahirkhan @aajtak https: // t.",negative
"Rt @crimetakbrand: భార్య కోసం, ఒక పోలీసు అలా చేస్తాడు, ఎవరూ ఆలోచించలేదు, ఈ సెన్సింగ్ వీడియో చూడండి. క్రైమ్ తక్
@Aajgothi #హత్య…",negative
"Delhi ిల్లీలో, టెల్లర్ ఒక ఫ్యాషన్ డిజైనర్ ఇంటిలోకి ప్రవేశించడం ద్వారా ఈ చర్య చేసాడు .. మీరు కూడా చూడవచ్చు. క్రైమ్ తక్ https://t.co/0b4ndoskgt",negative
"పోలీసులు దాడి చేసినప్పుడు, అన్ని రహస్యాలు తెరిచాయి, బార్ అమ్మాయిల ఉరుములతో Delhi ిల్లీ పిచ్చి ఏమిటి? క్రైమ్ తక్ https://t.co/w0dfgta5mf",negative
"అర్ధరాత్రి సిబిఐ కార్యాలయంలో హై వోల్టేజ్ డ్రామా, మొత్తం విషయాన్ని అర్థం చేసుకోండి. క్రైమ్ తక్ https://t.co/zfn3fn47wy",negative
"బ్రేకింగ్: సిబిఐలో ఎవరు నిజం మరియు ఎవరు అబద్దాలు, ఇప్పుడు దర్యాప్తు దర్యాప్తు చేయబడుతుంది. క్రైమ్ తక్ https://t.co/u6aqxdddipr",negative
"చాలా కళ్ళు తీసుకువచ్చినది తెలిసిన కొడుకు, ఒక రోజు తండ్రితో ఇలా చేస్తాడు. క్రైమ్ తక్ https://t.co/hfxique",negative
Delhi ిల్లీలో రైతులు నిరసన: మహాభారత https://t.co/xuz1rru6m మార్చి తరువాత మార్చి తరువాత,negative
రైతులు సమ్మె: 'కిసాన్ క్రాంటి యాత్ర' delhi ిల్లీకి చేరుకుంది https://t.co/1s92fvfxcq కఠినమైన పోలీసు ఏర్పాట్ల కారణంగా,negative
కాబట్టి ఈ మహారాజ్ జైలుకు వెళుతున్నారా పిఎం మోడీ గురువు? క్రైమ్ తక్ https://t.co/7r0voehfuc,negative
"క్రైమ్ బ్రాంచ్ చేత పట్టుబడిన నకిలీ గురు పుల్కిట్ మహారాజ్, మోడీ యొక్క ఆధ్యాత్మిక గురు https://t.co/xlvjlrzgmi",negative
"RT @crimetakbrand: స్వలింగ సంపర్కం నేరం కాదు: సుప్రీంకోర్టు క్రైమ్ తక్ #377 వర్క్డ్
ht…",negative
"RT @crimetakbrand: దేశంలో అత్యాచార సంఘటనలను పెంచడానికి ఎవరు బాధ్యత వహిస్తారు? చిరాగ్ గోటి లైవ్ క్రైమ్ తక్ @ajgothi
https://t.co/lxwdibiyog",negative
మూగ సాక్షి మరణం క్రైమ్ తక్ https://t.co/qciodysh9g,negative
"ట్రిపుల్ హత్య మిస్టరీని పరిష్కరిస్తుంది! , క్రైమ్ తక్ https://t.co/evdnmygzdq",negative
షాహ్బెర్రీలో ప్రమాదానికి కారణాలు ఏమిటి .. ఇక్కడ బిగ్_క్రిమ్ | క్రైమ్ తక్ https://t.co/oewelszlrd,negative
"చిరాగ్ గోతి గ్రేటర్ నోయిడా ప్రమాదం నుండి నివసిస్తున్నారు! , క్రైమ్ తక్ https://t.co/4zmnaihuee",negative
Rt @rishabh24jain: lagta he acchi vasuli ki apne shushil గుప్తా JI ...,negative
"జైష్ ఉగ్రవాదులు లోయలో జారీ చేశారు, హై అలర్ట్ ఇన్ ది వ్యాలీ: హై అలర్ట్:
జైష్-ఎ-మొహమ్మద్ ఉగ్రవాదులు ఫడీనేన్ దాడిని ప్లాన్ చేస్తున్నారు… https://t.co/z2ihstzduz",negative
కాంగ్రెస్ 11 సీట్లలో అభ్యర్థుల పేర్లను ప్రకటించింది ... ప్రెజర్ టాక్టిక్స్ .. !! https://t.co/yg5lqv63lz,negative
"@faizan_kidwai @yadavakhilesh నకిలీ ఎన్‌కౌంటర్ నివేదికను మాత్రమే కాదు, ఇది మా వెబ్‌సైట్‌ను కూడా కుట్టలేదు… https://t.co/ehkkinfzgm",negative
"నా టేక్: మధ్యప్రదేశ్‌లో రైతుల ఆగ్రహం మరియు ఒక వైపు 15 -ఏర్ -యాంటీ ఎపెన్సీ, మరియు శివరాజ్ పని మరియు ప్రధానమంత్రి…",negative
యుపి యొక్క కాంగ్రెస్ కార్యాలయంలో మొదటిసారి: నేను తప్పుగా ఉంటే నన్ను సరిదిద్దుకోండి. https://t.co/libmvch3cx,negative
"అవును, మీరు సరిగ్గా చెప్పారు, అక్షర దోషం. దృష్టిని ఆకర్షించడానికి మీ కృతజ్ఞతలు .. https://t.co/qdikjunipl",negative
"ఎన్‌టిపిసి రే బరేలిని నడపడానికి ఆతురుత ఏమిటి, భద్రత స్టాండ్స్ ప్రమాణాలతో ఎందుకు ఆడింది. చాలా మరణాలకు ఎవరు బాధ్యత తీసుకుంటారు .. విచారంగా ఉంది",negative
"Rt @AAJTAK: NA అభిమాని ఎడమ గొలుసును వదిలిపెట్టలేదు
నా కార్యాలయం 'మోడీ' నైన్ వద్ద కూడా ... :(
@Arvindkejriwal అప్పుడు కోపంగా ఉన్న ప్రధానమంత్రి @narendramodi నుండి ...#సోసోర్…",negative
"నివాళి ఓం పూరి- మీ వ్యక్తిత్వం, అమరవీరుల అమరవీరుల మీద నాలుకను జారవిడి చేసిన తరువాత, మీరు క్షమాపణ చెప్పడానికి అమరవీరుల ఇంటికి చేరుకున్నారు.",negative
ఇది గాయం మీద ఉప్పును చల్లుకోవడం లాంటిది ... సిగ్గు https://t.co/hfmkvzzsk2,negative
"మేము హల్లా బోల్ ద్వారా కొన్నేళ్లుగా @AAJTAK లో నిర్మించిన నమ్మకం యొక్క సంబంధం, అది తప్పిన కాల్ యొక్క వ్యవహారంలో ముగియలేదు… https://t.co/n5fa0jzdrb",negative
"ఫోబికిపై 2019 డేటా దొంగతనం యుద్ధం? డేటా దొంగతనంలో ఎవరు నిపుణులు?
@Sambitswaraj @jhasanjay @saketmsi_ https://t.co/4zyhqsda58",negative
"కత్తిపై ఆగ్రహం ప్రకాశిస్తుంది
గట్టిగా ఉంటుంది
కరిగిపోతుంది
మీరు పిల్లలపై దాడి చేయడం ద్వారా మీసాల కీర్తిని పెంచుతారు
మనోహరంగా చెప్పండి, మనం దీన్ని చేయాలి ఎందుకంటే మిగతావన్నీ కుంభకార్ని",negative
"Rt @raviranjanin: ఏదైనా సంక్షోభంలో, మా భద్రతా దళాల సైనికులు తమ జీవితాలను ప్రమాదంలో పడేయడం ద్వారా వారి ప్రాణాలను పణంగా పెట్టారు - @రాజ్‌నాథ్సింగ్…",negative
"Rt @aajtak: #Hallabol
ప్రత్యక్ష: https://t.co/foz5qpkk43 http…",negative
"Rt @aajtak: #Hallabol, breaking: UP లో సుమారు 86 లక్షల మంది రైతుల 1 లాకర్ వరకు loan ణం క్షమించబడుతుంది, యోగి ప్రభుత్వ నిర్ణయం
లైవ్: https://t.co/foz5qpkk ..",negative
"Rt @aajtak: స్కామ్ యొక్క ప్రతి నాయకుడికి దాని స్వంత నిర్వచనం ఉంది. #RAJTILAK చూడండి
లైవ్- https://t.co/foz5qpkk43 https://t.co/rjnp2dzdrq",negative
"Rt @aajtak: రాహుల్ గాంధీ కుంభకోణం, నరేంద్ర పాల్ వర్మ నిర్వచనం గురించి కాంగ్రెస్ నాయకుడు ఏమి చెప్పారు. #RAJTILAK చూడండి
లైవ్- https://t.co/foz5qpkk43 ht…",negative
"Rt @puneetaajtak: @dgpup @ajay85ld @igrangemeerut @myogiaditynath jiske kauffe se apoaddhi jail se bahar ane me dartae ho, jisne crime ko…",negative
"Rt @crimetakbrand: యువత తాగి ఉన్నారు, పోలీసులు దగ్గరకు చేరుకున్నారు మరియు దూరంగా వెళ్లారు. క్రైమ్ తక్
@Shamstahirkhan @arvindojha
https://t.co/reqto2injf",negative
@Priyanktripathi కథను కనుగొనండి ... ఇది ఇలా పనిచేయదు .... నెట్ ఫ్లెక్స్ బుక్ స్టాల్‌లో ఏ పని పని చేస్తుంది,negative
"టెరి ఆంఖ్ యొక్క యో కాజల్, నిజంగా గాయపడ్డాడు '.... 2 గాయపడిన..5 అరెస్ట్ https://t.co/fxcaoqxysc",negative
"RT @PmoIndia: ప్రతికూలతను వ్యాప్తి చేయడం చాలా సులభం,

కానీ, మన సమాజంలో, మన చుట్టూ మరియు ఈ 130 కోట్ల చుట్టూ చాలా మంచి పనులు జరుగుతున్నాయి…",negative
"10-12 సంవత్సరాల తరువాత @scribce_prashant prastant babu, మూలాలు ఖచ్చితంగా ధృవీకరించబడ్డాయి .... మిగిలిన వ్యక్తి మానవుడు ..... లేదు లేకపోతే కానీ ....",negative
"Rt @crimetakbrand: 1984 నాటి సిక్కు అల్లర్లకు పాల్పడిన సజ్జన్ కుమార్, తల్లి గాయాలు నేటికీ నింపబడలేదు. క్రైమ్ తక్ @arvindojha https://t.co/wwm9l1vn2r",negative
"Rt @ani: #watch: హర్యానా CM Ml ఖత్తర్, ""సబ్సే బాడీ చింటా యే హై కి యే ఘాట్నేయిన్ జో హైన్ రేప్ rap ర్ CHHED CHHAD KI, 80-90% జంకారో కే…",negative
"Rt @crimetakbrand: 17 పేజీలలో, అతను తన భార్య హింసించిన అన్ని కథలను రాశాడు. క్రైమ్ తక్
పూర్తి వీడియో చూడటానికి…",negative
Rt @rajshekhartoi: లాగ్తా హై పేద సిట్ అరెస్ట్ హో జయెగి వర్మ జి కే చక్కర్ మి .. https://t.co/upmxgub1om,negative
"RT @sardesairajdeep: మేము సనథన్ సంస్థను బహిర్గతం చేసినప్పుడు, మీరు పిఎఫ్‌ఐని ఎందుకు బహిర్గతం చేయకూడదని చెప్పబడింది! సోదరుడు, మేము @indiati on p…",negative
"RT @barbara96913515: వేగవంతం: కాబట్టి రాజకీయ ఒత్తిడి సనాటాన్ పంతాను కాపాడింది!

సనాటాన్ సంస్కరణను పరిశీలిస్తున్న అధికారి యొక్క వాదన- 9 సంవత్సరాల క్రితం సంస్థ…",negative
"Rt @rahulkanwal: వేగవంతమైనది: కాబట్టి రాజకీయ ఒత్తిడి సనాటాన్ సాన్స్తాను కాపాడింది!

సనాటాన్ సాన్స్తా వాదనలను పరిశోధించిన అధికారి- 9 సంవత్సరాల క్రితం సంస్థ తీసుకోబడింది…",negative
"RT @crimetakbrand: వైమానిక దళం యొక్క విమానం క్రాష్ అయ్యింది మరియు కారణం ఏమిటి ... ప్రత్యేకమైన వీడియో చూడండి | క్రైమ్ తక్
@Shamstahirkhan @iaf_mcc @imamit_s…",negative
"Rt @aajtak: గ్రేటర్ నోయిడా హత్య: ఏకపక్ష ప్రేమలో ఒక అమ్మాయి కత్తి
  (నివేదిక: @arvindojha)
@Jirmaajtak
  https://t.co/l2nhxlcrfi",negative
Rt @jirmaajtak: క్రైమ్ అలర్ట్: యుపి పోలీస్ కానిస్టేబుల్ అంకిత్ అంకిత్ కి నోయిడా యొక్క ఫోర్టిస్ హాస్పిటల్ నోయిడా యొక్క ఫోర్టిస్ ఆసుపత్రిలో…,negative
"చివరి ఓవర్లలో, కోహ్లీ, యువి మరియు పాండ్యా మన దేశంలో శస్త్రచికిత్స సమ్మె చేయనిది చేయలేదు #indvspak",negative
"Rt @Timesofindia: అజామ్ ఖాన్ రేప్ వ్యాఖ్య స్వేచ్ఛా ప్రసంగంలో భాగం: అటార్నీ జనరల్ ముకుల్ రోహత్గి
https://t.co/zuobod6jow https://t.co/tbbxpzi9qs",negative
భయా ఆప్ కా కేసు బహోట్ టఫ్ హై ... వైస్ లైఫ్ హై టు పెయిన్ హోనా హై ... డోనో కా మజా లిజియే https://t.co/8eswphvcn99,negative
RT @aninbnerjeeeee :.,negative
@Anininbanerjeeee కుమారుడు నంబారి .... బాప్ టెన్ నంబ్రి. విచిత్రమైన https://t.co/xauakkhghj,negative
@Aninbanerjeeeee @akshita_n సల్మాన్ నాలుక జారిపోయింది. అత్యాచారం చేసిన మహిళలకు మీడియా శబ్దాలు ఉంటాయని నేను భావించాను. వారు సిగ్గుపడాలి,negative
"@Shkhrasheed అగర్ చుడి నహిన్ పహాన్ రాఖి హై, చోరి-చోరి చుప్కే-చుప్కే టెర్రోల్స్ కే ద్వారా దాడి క్యోన్ కార్వా… https://t.co/2lnimjbnp",negative
"రోమియో యాంటీ రోమియో స్క్వాడ్‌తో ఉత్తర ప్రదేశ్‌లో, క్లాస్ గది లోపల దెబ్బతింటుంది. https://t.co/awuba4b7qn",negative
182 మీటర్ల అధిక విగ్రహం సర్దార్ వల్లభ్భాయ్ పటేల్ మరియు మరియాడా పురుషోత్తం రామ్ యొక్క 100 మీటర్ల విగ్రహం మాత్రమే? విగ్రహం ఉన్నప్పుడు… https://t.co/y4wy0fekhe,negative
"నేడు, ముంబైలో పెట్రోల్ ధర 86 రూపాయలు 72 పైసలు.
కానీ ప్రధాని వయస్సు 67 సంవత్సరాలు మాత్రమే !!",negative
"నేడు, ముంబైలో పెట్రోల్ ధర లీటరుకు 86 రూపాయలు 9 పైసలు. ఈ అభివృద్ధి రేటు కొనసాగితే, అది త్వరలో ఒక శతాబ్దం స్కోర్ చేస్తుంది.",negative
"హుమాయున్ బాబర్ ముందు మరణించాడు: రాజ్ బిజెపి చీఫ్
అక్బార్‌కు నవరత్నా మాత్రమే ఉంది,
మోడీ జీ కొత్త వందలాది మహరత్న కంటే ఎక్కువ !!",negative
"టేప్ ట్రాప్‌ను సెట్ చేసిందని కాంగ్రెస్ పేర్కొంది, బిజెపి నడిచింది. కాబట్టి, తెలివిలేని బిజెపికి తెలివితక్కువ కాంగ్రెస్ సభ్యులు ఇలా చేశారా… https://t.co/65AW6QGSFZ",negative
"కాబట్టి సీరియల్ PM @Narendramodi on #media #tvnews #journalist #tv9bharatvarhsh
అలాంటి వ్యక్తులు ఎవరి రక్తంలో ఉంచారు… https://t.co/tllpqmoirc",negative
"Rt @sshaurya19: @aajtak @ashraf_wani 100 ఉగ్రవాది మార్ కర్, అప్నే 120 సైనిక్ మార్వా లీనా, యే మోడినెటి హై, యే 56 ""కైనా హై. పహ్లీ బార్…",negative
Rt @vaibhavnnd7: ussushantbsinha సర్ జీ తప్పు వ్యక్తిని చంపారు ... నెహ్రూ చంపవలసి వచ్చింది .... మొత్తం సమస్య అయి ఉండేది ...,negative
"RT @TheworldIndex: ప్రపంచంలో అత్యంత కలుషితమైన నగరాలు 2018:

1.🇮🇳 గురుగ్రామ్
2.🇮🇳 ఘజియాబాద్
3.🇵🇰 ఫైసలాబాద్
4.🇮🇳 ఫరీదాబాద్
5. 🇮🇳 భీవాడి
6.🇮🇳 నోయిడా
7.…",negative
"RT @mausamii2u: ఇది దారుణమైనది!
టిఎంసి కార్మికులు ఈ రోజు వరకు జట్టుపై దాడి చేశారు, మహిళా రిపోర్టర్ https://t.co/zx6icmujmq ను @aajtak ద్వారా నొక్కండి",negative
మేరీ సారీ కాలనీ పేద రేషన్ కార్డ్ కె సత్ గయే హై ఫిల్మ్ డెఖ్నే. సొసైటీ మెయిన్ ఇట్నా సన్నాటా పహేలే కబీ నా థా https://t.co/gnv4lpourt,negative
"భోపాల్ లోని సద్హ్వి ప్రగ్యా ఠాకూర్ వర్సెస్ దిగ్విజయ్ సింగ్.

చాలా సింబాలిక్ యుద్ధం.",negative
"Rt @indiayatoday: #indiaelects
@myogiadityanath రాహుల్ గాంధీపై దాడి చేస్తుంది & amp; ప్రియాంక గాంధీ వద్రా
https://t.co/vdxggzrkba",negative
"Rt essahiljoshii: మంచి రోజులు రాలేదు, శస్త్రచికిత్స సమ్మె కనుగొనబడలేదు, గారిబి వెళ్ళలేదు, ఇప్పుడు అది 'న్యాయం' గురించి మాట్లాడుతున్నారు ....",negative
"RT @TheworldIndex: ప్రపంచంలో అత్యంత కలుషితమైన నగరాలు 2018:

1.🇮🇳 గురుగ్రామ్
2.🇮🇳 ఘజియాబాద్
3.🇵🇰 ఫైసలాబాద్
4.🇮🇳 ఫరీదాబాద్
5. 🇮🇳 భీవాడి
6.🇮🇳 నోయిడా
7.…",negative
@షుజౌ. నాహి హైకి చక్కెర సమస్య?,negative
@Afiasalam @passionfornews aapki ఆర్మీ SIRF ఉగ్రవాదులు KO రైలు ur ర్ లాంచ్ కర్ణ స్టాప్ కర్ డీన్ ... యాహి కాఫీ హోగా. Phi… https://t.co/uaag1ap82n,negative
"నవంబర్ 10, 1659: చాట్రాపతి శివాజీ మహారాజ్ అఫ్జల్ ఖాన్‌ను చంపిన రోజు. @Udaymahurkar https://t.co/vcebqnasw చదవండి",negative
"పోలీసులు కాక్ బెదిరింపు యాసిడ్ అటాక్, రూస్టర్ గుజరాత్ తక్ https://t.co/ylpp01meso @youtube @vashishth74",negative
"బిజెపి నాయకుడు జయంతి భనుసలి హత్య కేసు - సిట్ చేత అరెస్టు చేసిన నిందితుడు చోబిల్ పటేల్.
Chhabil Patel was in America, which Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",negative
"#BHUJ: #BJP నాయకుడు జయంతి భనుసలి కదిలే రైలులో కాల్చి చంపబడ్డారు. భనుషాలి భుజ్ నుండి అహ్మదాబాద్ రైలుకు వెళుతున్నాడు, అదే… https://t.co/qbcn292bt",negative
"కేసు: లయన్స్ హిందూస్తాన్ నుండి ముగుస్తుందా? , క్రైమ్ తక్ https://t.co/zlnduqhv3p ద్వారా @youtube",negative
"రాజ్‌కోట్‌లో బాంబును కనుగొని, డిఫ్యూజ్ చేసిన తరువాత, ఇది నకిలీ బాంబు అని పోలీసులు తెలిపారు. ఈ పేలుడు పొందడానికి అంత డబ్బు లేదు… https://t.co/esd8skd0is",negative
బైక్‌పై స్టంటె కూడా దీనిని మొదట చంపగలదు. .,negative
"#జామ్నగర్ ఐదు కిలోమీటర్ల దూరంలో ఉన్నట్లు కనుగొనబడింది. అయితే, తప్పిపోయిన ప్రజల శోధన కొనసాగుతుంది. @Voletorjamngr… https://t.co/t6wgb9jinc",negative
"రాజ్‌కోట్‌లో, రైతు బెల్గాడిపై కూర్చుని కలెక్టర్ కార్యాలయాన్ని కలిగి ఉన్నాడు, నిరసన సమయంలో ఒక రైతు హార్టెక్‌తో మరణించాడు. https://t.co/a3bd7o1bf8",negative
"#NALIYA గ్యాంగ్ రేప్ కేస్ #కాంగ్రెస్ ఫిబ్రవరి 20 న ప్రయాణాన్ని తీసుకుంటారు, ఈ ప్రయాణం గాంధీనాగర్ అసెంబ్లీకి చెందిన దీరోవోతో డారరోవోకు ముగుస్తుంది.",negative
"Rt an సంజయెబ్రాగ్టా: ప్రముఖ్ స్వామి మహారాజ్, 94, అక్షరంహామ్ వ్యవస్థాపకుడు & amp; ప్రెసిడెంట్ బాప్స్ స్వామినారాయణ్. @gopimaniar @aajtak https…",negative
#GUAJARAT #CONGRESS PROTESTIEST PAT Side fidhansabha. https://t.co/6hl7rbr0vg,negative
"అభిషేక్ మను సింగ్వి #Ahmadabad #modi లో ""భారతదేశానికి నష్టం కలిగించే వ్యక్తి"" #Yourvote2014",negative
రాజస్థాన్‌కు తూర్పున బికానెర్ యొక్క బూత్ నంబర్ 172 లో చెడు EVM కారణంగా కేంద్ర మంత్రి @arjummeghwal కూడా పిక్ చేయండి… https://t.co/pfnprsqu2x,negative
RT @ANANDPRAKASH7: అటాల్జీ యొక్క చివరి సందర్శన కోసం సన్నాహాలు !! ఆర్మీ వాహనాన్ని పువ్వులతో అలంకరించారు. సైన్యం యొక్క తుపాకీ క్యారేజీలో అటల్ జీ శరీరం…,negative
"@narendramodi ఇప్పుడు Delhi ిల్లీలోని ఘాలియారోలో వినిపించింది, శక్తి పేలవమైనది కాదు. @PmoIndia @bjp4india",negative
"Rt @ravindrak2000: పార్లమెంటులో కలకలం యొక్క ప్రభావం ...

@Bjp4india MP

 @Manojtivarimp

 @S_mahajanls

ఒక లేఖ రాయడం

పని లేదు

యొక్క తల్లి…",negative
RT @anandprakash7: #areyouseriousrahul యొక్క ప్రశ్న అడిగే వారి తీవ్రతపై ప్రశ్నించబడుతుంది. @Officeofrg https://t.co/oprhylw9wl,negative
నితిన్ అగర్వాల్ EVM MAI సమస్య K చాల్టే అభి తక్ APNA ఓటు తారాగణం నహి కార్ పే హై. @Yadavakhilesh @aajtak https://t.co/yaesezy4cx,negative
"RT @journorajeshk: nd #రియైల్ వేస్ ప్రజలు ఏమి చేస్తారు? తుపాకీతో D #BORDER లో నిలబడారా? సైన్యం, రైల్వే వంతెనలు నిర్మించబడతాయి మరియు రైల్వే ప్రజలు కార్యాలయంలో కూర్చుని…",negative
"నియా సమ్మన్: ప్రొఫెసర్ అబ్దుల్ ఘని భట్, బిలాల్ ఘని లోన్, మస్రూర్ అబ్బాస్ అన్సారీ మిర్వైజ్‌తో కలిసి న్యూ Delhi ిల్లీకి",negative
