review,sentiment
RT @sardanarohit: Merci à tous d'avoir fait «Dangal» n ° 1. Gardez votre amour et votre coopération comme ça! https://t.co/tufhambcni,negative
Merci à tous d'avoir fait «Dangal» n ° 1. Gardez votre amour et votre coopération comme ça! https://t.co/tufhambcni,negative
"Cow Smugggling: Chantez de la voiture à Lakhimpur Kheri, en haut! Les contrebandiers ont été abrégés!
https://t.co/emgpi3vexl via @youtube",negative
"RT @TrivedIrajneesh: Tout est adopté en copie ou en changeant le nom ...
Statue de la liberté à la statue de l'unité ...
Statue de Patel ou P…",positive
Exclusif: y aura-t-il une autre échéance pour nettoyer le Gange? via @aajtak https://t.co/znljrxr4i,positive
"La TPS est la victoire de l'honnêteté: PM
Si cela est correct, appliquez-le sur les produits pétroliers. L'honnêteté augmentera un peu plus",positive
"Si les ingénieurs adjoints sont si riches, quelle sera la condition des grands officiers? Rapport brillant par @arvindojha sur… https://t.co/yh2cufykl8",positive
"Le Premier ministre a déclaré que chaque VIP indien
 Yogi Adityanath a déclaré MP, MLA VIP https://t.co/urebf5x26q",positive
"Gouvernement Modi et défauts ??
C'est comme Asrani Asrani demandant dans le film
Sholay ... Trou dans ma prison ??! https://t.co/gzq5zsesul",positive
RT @mehboobamufti: Parce que cher nidhi ab naamumkin mumkin hai! https://t.co/lnbrzoz9i6,positive
RT @KILL_BILLPANDEY: Ce véritable héros mourra mais Ansan ne se cassera pas !! RT à l'appui de Bagga 🙏🙏 https://t.co/iu2owwbt7b,positive
Chai ha yaari shoubi mubarakh .... https://t.co/fzsywnfoan,positive
@ Shish01071969 @Gowhargeelani Lekin Hero Ka Saath Sena Hi Nehi Diya Diya Jail Bejne Ki Tyari Kar Rahe Hee Hero Ko ...,positive
@Atheist_krishna ha ha ha ha asli kam hai ... kundli photoop nahi karni,positive
"Sont wah @jamwalnidhi badhai ho ..
Admirez vos rapports Gaon. https://t.co/3e2excs3lc",positive
@_amitjha numéro bhejiye,positive
"RT @ThelAllantop: Netaji va à la branche RSS à partir de l'âge de 5 ans, accroche le VIP dans le rallye PM, maudit les autres sur Vande Mataram…",positive
"Shree Rofl Gandhi?
Aisa Kaun Karta Hai? 🤔🤔 https://t.co/o97b6lg5om",positive
Ek samarthak ne instagram se teen talaq karwa diya. Creative bezzati kaun karta hai ji ...,positive
"RT @mpptakofcial: Exclusif: Shivraj's Strong Response à RSS Office Security.
@Chouhanshivraj @mpraakeshsingh @rahulkothariibjp @ rames…",positive
Cet amour avec Pani Batasha à Jodhpur ..... https://t.co/YCRVWCG9AP,positive
"Bonjour ""Insaan Khaak Se Bana Hey, Agr Us Mein Khaaksaari Nahi à Uska Hona Ya Na Hona Brabar Hai""",positive
"Bonjour ""Izzat Dil Me"" Honi Chahiye ""Lafzon Me Nahi."" Aur ""Narazgi Lafzon moi.",positive
"@Mubassir_latifi. Jenab msg aaya tha, maina soncha ki aap sab kai sath partager karo.",positive
Om moi salut assthaom me salut Vishwasom me Hi shakti om moi salut sara sansarom se hoti hi achhe din ki shurwt'om namaha shivay,positive
"Nice sms msg '' Riste Tajmahal ki tarah hote he''sabko unki khubsurati à dikhti he, Parunhe banane me laga waqt nazer ni aata ......",positive
"Nice msg'ristte tajmahal ki tarah hote he'sabko unki khubsurati to dikhti he, Parunhe banane me laga waqt nazer ni aata ......",positive
"Incroyable fact'efemale'memale 'aata hai,' elle'me'he'aaata hai, 'Women' me bhi'men 'aata hai.saale mardon ki aadat hi hati hai.aurton me ghusne ki",positive
"@Saba_imtiaz j'aime Lahore, Heritage City, après ma visite deux fois. Jis ne lahore nahi dikiya, usna zindagi wich nahi dakiya",positive
"Marte Sharabhi Se Bhagwan ne Pucha, Koi anti-icha.sharabi: Aane Wale Janam Me daant bhale hi ek dena, par foie 32 dena prabhu ... !! Acclamations.",positive
"@mkandharii naara kisi ka bi ho, phaala sabi bharitaya à badalana hoga. Tabi Strong Lok Pal Baan Sakta Hai ...., Aahhi à Bk",positive
"Rt @ nikhilrampal1: bahut mehnat lagi hai est graphique ko banane mein, behnon bhaiyo s'il vous plaît partager https://t.co/nojoxn3lsj",positive
"RT @Rahulkanwal: Exclusif: La terrible vérité à l'intérieur des mines de rat de Meghalaya
Extraction illégale de charbon
Les ouvriers ont supprimé la vie en danger…",positive
"Si vous souhaitez supprimer la fatigue du jour, alors voyez-le :-) https://t.co/6x3scqtmrb",positive
"RT @rahulkanwal: Exclusif: «Namami Gange» noyade, la rivière «Sainte» n'est pas libérée des déchets toxiques

https://t.co/funnt3uqan

@ashoupadhyay",positive
"RT @ ASHU3PAGE: Exclusif: Jinnah n'est pas le vrai problème à Kairana, BJP a dû changer sa stratégie. Par @patelanandk
https://t.co/c5izek0d",positive
"RT @jagrannews: Exclusive: Broken Culverts in Inondages in Bihar, les gens ont balayé, en direct video https://t.co/lbxcwsrdfi",positive
"RT @rahulkanwal: Exclusif: Neuf fois plus le prix des médicaments accrus des patients @aajtak

https://t.co/l4idhkmnq1",positive
"RT @ANKITS_INGH: «Mon silence est meilleur que des milliers de réponses, sans savoir combien de questions ont été conservées». @Chitraaum au meilleur. 🙏😇 #hallabol @aajtak htt…",positive
"Il y a une très belle vidéo :)
Merci beaucoup",positive
RT @ deepak12112000: @Chitraaum vous souhaite un très joyeux anniversaire diii ... !! Que la grâce de Dieu reste toujours sur vous et que vous êtes responsable du journalisme neutre…,positive
"RT @RC_SHUKL: Brother-sœur Brother-sœur, affection et querelle!

Quand @rahulgandhi a tiré la sœur @priyankagandhi


Comme c'est beau lien.
Pour…",positive
"RT @Siddhrtha_Giri: ╭fiques


Le toucher des souvenirs est très étrange,

Il n'y a pas de passe, mais c'est très

Sont plus proches !!

💕 Bonne nuit donnée…",positive
"Belle ☺️☺️
Oiseau_",positive
"Rt @siddhartha_giri: #kxipvrcb
    Le tirage au sort a remporté le match remportera également le match
      Mes meilleurs voeux pour les fans de #RCB
          @Chitraaum didi https://t.co/ ..",positive
Rt @ ashutoshshisho1: @chitraaum dal diya vote ... hamesha ki tarha usse parti ko..jai hind https://t.co/uvylhnyyoon,positive
"Exclusif sur @priyankagandhi @aajtak - 19 h -

Priyanka gandhi exclusif

Modi de Priyanka en conversation avec aaj tak… https://t.co/8ro57i1kai",positive
"16h30 et à 20h30 @yadavakhilesh exclusif-

Mayawati et notre alliance feront fantastique .. @ bjp4India… https://t.co/2tede1i3wm",positive
"RT @Suriyaisthebest: Happy Women's Day @Chitraaum madam
Aapki Chhavi Aisi Jinke Chehre Par Karya Ke Samay Bhi Koi Shikan Nahin Hamesha Sfu…",positive
"RT @ANKITS_INGH: Rejoignez @AAJTAK pour regarder #Thakat avec @Chitraaum.

Partager quelques aperçus du spectacle: -

J'ai la nouvelle de la mort de Masood Azhar…",positive
"RT @ dagarMoHit98: @Chitraaum Ji vous regarde en direct depuis le matin, Salute Your Reporting est l'un des meilleurs nouvelles #aajtak # chitratrip…",positive
"Rt @binnu_sarraf: @chitraaum @aajtak je regarde la meilleure couverture à la frontière grenier
Excellent travail madame",positive
"# @ Chouhanshivraj exclusif lors de la conférence de presse

La victoire de Narendramodi en 2019… https://t.co/nhpyat8qlw",positive
RT @AWASTHIS: pls regarde @abpnewstv pour la couverture #Republicday avec @chitraaum n moi !! Doit voir les plus détaillés et les plus détaillés et…,positive
"@abpnewshindi exclusif

Le mouvement de Priyanka Gandhi ne doit pas être vu en liant avec 2019

@ Amitshah… https://t.co/xolfmcczm5",positive
"@Chouhanshivraj exclusif-

Les castes supérieures ont battu MP, Win 2019.

@ Bjp4India's… https://t.co/teljwyauoz",positive
Shukriya mayank :) https://t.co/1vucnivlkf,positive
@Pushpakg @rdxthinksthat @manaman_chhina true! Vrai! Kahani Ghar Ghar Ki ...,positive
@Rdxthinksthat @manaman_chhina ha! Ha! Ha! Kahani (fauji) ghar ghar ki ... 😄😀,positive
"Certains historiens comparent le roi Lalitaditya avec «Alexander the Great», certains croient qu'il est plus que cela… https://t.co/2zjapmpj",positive
"RT @Smitaprakash: @gauravcsawant abhi idhar koi mer nai hai India pak kay darmiyaan, s'il vous plaît janta ko confuse mat karo. ALRY MATHA GARAM…",positive
@Peppyprasun ha! Ha! Bhai Reporter Hoon. Khush hoon :)),positive
"#Ccs. Quelle sera la réponse nationale complète de l'Inde? Pas seulement une action tactique. Répondre en tant que nation

Demandez la vérité… https://t.co/e1rqdkqli3",positive
"@shivanginipatha patrakarita salut chalti rahe, bhaut hai :-)",positive
@ramanuj_r @ ankitjain2191 :) dhanyavaad,positive
@A_truthsayer ha! Ha! Kaash! woh subah kabhi toh aayegi ....,positive
"Je garde un pied, des milliers de façons tombent. @Piyushgooyal sur le budget - sur la route pour faire une Inde forte.… Https://t.co/tdxpweoqtg",positive
@ Ravigm3 @ shekhar19541 dhanyavaad :),positive
"Que Dieu les bénisse bot ankit ji. Ishwar Dono Ko SADIVA SAPHAL, SAKSHAM, SWASTH AUR Shatayu Rakhen. Aum! https://t.co/xmiuteex2b",positive
@kamalkantmishra dhanyavaad :),positive
@Drjwalag dhanyavaad :),positive
"Vaishnav Jan Toh Tene Re Kahiye Je ... Peer Paraye Jaane Re ...

https://t.co/r5eAplsgwo écoutez. Et partager",positive
@Ashishsinghlive @Adityarajkaul Hi Rockstar! Je te souhaite le meilleur. Ghar Wapsi Ki Shubh Kamnayen.,positive
Ha ha ha ha ha ha ha ha ha ha https://t.co/oaug94af3k,positive
RT @Duniyatak: Pakistan à la ligne de Kangali. L'Inde devrait-elle aider l'aide financière du Pakistan? Avec @Gauravcsawant sur @duniyatak .. veuillez vous abonner…,positive
"C'est hilarant !!!
Élection Tak: Où le député du BJP a continué à prononcer des discours et a quitté l'hélicoptère? via… https://t.co/sf1xnijo2a",positive
"RT @AAJTAK: Lok Sabha Date a été annoncé et le leader de Patidar @hardikpatel_ va rejoindre le Congrès, nous avons parlé à leur parler exclusif…",positive
"RT @arvindojha: super exclusivité - images CCTV de Bulandshahr Violence, images de vidéosurveillance avant le meurtre de l'inspecteur Subodh Singh ... Le pays a jusqu'à présent…",positive
"Les saints sont devenus un fils à Ahmedabad, et les parents ont pleuré amèrement exclusif. Nouveau ... https://t.co/rxcanabopm via @youtube",positive
RT @Newstakofficial: Lorsque le Gujarat CM Rupani a entendu les lignes d'exclusivité atal @anjanaomkashyap @gopimaniar @vijayjayrupanibjp # atalbihariv…,positive
Quelle formation fait 1200 infirmières à Ahmedabad? Voir cette exclusivité VI ... https://t.co/j9zwofurhr via @youtube,positive
"Affiches de la fête Aam Aadmi à Surat, écrite à la maison https://t.co/ev6kzfgdey par peur de l'homme ordinaire",positive
#Modinamerica Il a un style pour gagner le cœur des gens ... Mes compatriotes ont accru l'honneur de notre pays en étant des milliers de km d'être un gène.,positive
"RT @rifatjawaid: les lignes GR8 de mon charmant collègue @ Shamstahirkhan- maintenant les simulaires (soleil) ne sont pas submergés.
Je reviendrai vers moi moi-même…",positive
@Arvindkejriwal est toujours un petit ami. Je vous souhaite le meilleur pour 2014.,positive
"RT @prashantjourno: Morning Wisdom: Le ministre en chef de l'UP ne devrait pas fonctionner comme Ajay Singh Bisht, mais comme @myogidityanath. Ce…",positive
"Le député du parti Samajwadi, Naresh Aggarwal, rejoindra le BJP aujourd'hui, citant des sources. @ Bjp4india @amitshah @pmoindia",positive
"RT @PRashantJurno: Ajoutez de la douleur à Aadhaar, Saheb
Ceux qui ont été retrouvés .. ne les obtenez plus!

(Grâce à @dipakdashtoi)
@ anandprakash…",positive
"Rt @ anandprakash7: les mères qui donnent naissance à des amis comme mon lion et les mêmes lions aux sœurs ...
Journée de la femme heureuse
# Wom…",positive
RT @ anandprakash7: PM @narendramodi avec @ BJP4India MPS après avoir assisté à la rencontre du parti parlementaire BJP. PM en 2019 lors de la réunion du parti parlementaire…,positive
"Rt @poonam_mahajan: je suis sûr sur les compétences de mes mots,
Que les gens peuvent oublier mon visage mais ne parle pas ... !!!
Joyeux anniversaire Baba! https: //t.co ..",positive
"Pls. Lire mon histoire
Le gouvernement se prépare à gérer des ciseaux sur le conseil de censure lui-même
https://t.co/ajpx9xllcl",positive
"""Nous respectons le vrai gardien. Le vrai gardien a un peu de mode !!!""

Écoutez ce que # Bengal… https://t.co/2wog2sdn9l",positive
"RT @AAJTAK: Pour sauver 16 500 arbres à Delhi, Delhi Pradesh Mahila Congress a fait 'Save the Trees' à Sarojini Nagar. Sur les arbres…",positive
"RT @Mumbaitak: Pourquoi le comédien @irajuSrivastava Shock après avis de @Sonytv | Mumbai

@Sonytv Pourquoi comédien @ iraJusriv…",positive
"RT @Mumbai_Tak: Attention !! Si vous montrez du plastique, alors le maréchal bleu frappera bien

Après l'interdiction en plastique dans le Maharashtra, les gens craignent aussi que quelque part…",positive
"RT @kamleshsutar: meilleur avant de la journée:
""Chhoto manque la« mère »lors de la trébuche, et Baddo« Matoshree »!!
#Puns
#AMIT_ SHAH #AMITSHAH # SH…",positive
RT @journorajeshk: Lorsque vous partagez la scène D avec @dev_fadnavis tumhara koi kya bigad lega @nawazuddin_s bhai..bahot khoob. # Nawazuddins…,positive
"RT @AAJTAK: Rough Rioters à Mumbai Harm 15 Bus, mieux appelé Back Bus
Voir ce rapport de @jourvidya
# Mahacasteconfli…",positive
"RT @ledeind: Exclusive - Femme farouchement agressée à Goa
https://t.co/cwgsmybrry https://t.co/zno83d03ad",positive
"RT @kunwarmritunjay: J'ai fait ça en mettant des pierres sur mon cœur, aujourd'hui
Mon Modi Ji aujourd'hui, j'ai rompu. #Shivsena #bjp
PLS Play # Breaku…",positive
@ kbssidhu1961 haha. Unke liye spl bandobast cbi kar rahi hai. #Justement,positive
@manaman_chhina bien le temps aa gaya hai,positive
"""",positive
"RT @BBChindi: BBC Exclusive: l'équipe de la BBC est arrivée sous la supervision de l'armée pakistanaise au sein de la madrasa de Balakot, où l'Inde a fait l'attaque aérienne…",positive
"RT @ Supriya23bh: Congprez Rahul Gandhi:
Il y a quelques jours, le Premier ministre a déclaré que la Cour suprême m'avait donné un chit propre, mais aujourd'hui SC l'a effacé…",positive
@Zebaism aaiye dekhiye wadiye kashmir ke khoobsurat nazare :),positive
"@Ashishsinghlive Lagta Hai Kids, ouais bhi ek sapna avait ...",positive
"@vivekitbp peeche tv segta hai news (chaînes) ki galiyan. ,",positive
"Jibe fort du PM à Rahul Gandhi.
PM: Pehli Baar Pata Chala Gale Milne Aur Gale Padne Mein Kya Farq Hota Hai

PEH… https://t.co/k6suo5pimm",positive
"Rt @notkarthik: cher @google

Itne Badhiya Maps Banaye, Chota Sa présente Aur Daal Dete Ki Saaf Saaf Bolde Flyover par Chadhna Hai Ya Neeche…",positive
@ Shu3page aap primagraj mein virajman rahein :),positive
"@Listenshahid Jana Hai Jana Hai ... Abhi Jana Hai ...
,",positive
"@vivekitbp fateh kar liya ho, toh parvat se utar aaiye :)",positive
"RT @vasudha_et: entendu d'un ami: aaj bjp ke liye khamoshi ka din hai. 377 pe kuch nahi bolna hai, bandh pe bhi kuch nahi bolna hai.",positive
Smriti Irani louant Rahul Gandhi au Parlement. https://t.co/jyick4zblt,positive
"RT @Mumbaitak: Poonam Mahajan Exclusive - @ Poonam_Mahajan's Challenge de sauver le siège devant

https://t.co/slvjrodr3b
@kamleshsutar",positive
"RT @Mumbaitak: Priya Dutt Exclusive - Fear Factor travaille derrière le soutien du gouvernement Modi

https://t.co/hazeir3h3f
@Aajtak @indiayatoday @…",positive
"Si le temple n'est pas construit, ce gouvernement ne sera pas formé. Mais le temple sera construit! #Uddhavthackerayayaleges bjp dans # ayodhya… https://t.co/fzw5n83j5i",positive
". @Shivsena se moque de la proposition de @ bjp4india pour l'alliance. @ Rautsanjay61 dit
Ceux qui n'ont pas donné de réponses, aujourd'hui leurs saluts… https://t.co/ypwpy9a23e",positive
RT @vinodkapri: Champions of the Earth: Le même prix a été reçu par Afroz Shah of India en 2016 et le président français en 2018 cette année…,positive
"RT @Mumbaitak: Entretien exclusif - Abu Azmi à l'appui de Sidhu

Tout ce qui a été entouré après les jurons d'Imran Khan au Pakistan…",positive
"RT @Mumbaitak: Pourquoi le discours de PM Modi, Jignesh Mevani, est-il devenu ennuyeux? Exclusif | Mumbai
Le jour de l'indépendance, le Premier ministre a donné…",positive
"Rt @sahiljoshii: c'est hilarant .. @bhujbalchhagan au rallye de Pune, toutes mes propriétés sont attachées mais sont sorties, mais si je suis sorti",positive
"Meilleur attaquant de la journée:
""Chhoto manque la« mère »lors de la trébuche, et Baddo« Matoshree »!!
#Puns
#Amit_ shah… https://t.co/sl8zwfqxs",positive
"RT @Mohammadkaif: entouré de crise, mais pas vaincu,
Se battant avec des obstacles, la victoire est déterminée.
Inclinez-vous devant cet esprit 🙏🏼 https://t.co/2 ..",positive
"@Bharatidubey @indiatodayflash ek hota toh milta !! Yaha à Mumbai Ki Aadhi Aabadi Mantralay moi Salut Hai !! ,",positive
"Comme c'est vrai et pertinent ...
Loota RIP à la croisée des chemins
Wazir a été battu par Pawn
Permettez-moi de quitter le dernier truc et de faire la honte… https://t.co/o9usjtp7z9",positive
"RT @PMOindia: un taux d'intérêt de 8% par an jusqu'à 10 ans sur un montant pouvant atteindre 7,5 lakh sera sécurisé: PM @Narendramodi",positive
# Mothr Radhika de Rohithvemula & amp; Brothr Raja Chaitanya embrasser le bouddhisme à Mumbai. https://t.co/qyk38rq2ia,positive
"@ Drabhi7 Ghar Baahar Ka à Pata Nahi, Lekin Mudda à Bann Gaya Hai. Public mieux de traiter maangti hai.",positive
RT @DILLIAAJTAKTV: Regardez une conversation exclusive avec Alka Lamba à 13 h à Delhi AAJ Tak,positive
"C'est la beauté de la démocratie, vous ne pouvez prendre personne pour acquis. Maintenant, prenez #tomvadakkan uniquement, vous êtes à vous… https://t.co/bbce25wsbh",positive
"Rt @ satender83: @kumarkunalmedia aap gb hospital bhi aakar dekhen..wahan toh aur bhi bura hal hai ...
Médecine gratuite Ka Raag Gaane Wala…",positive
RT @SatishCarya: Rahul Gandhi câlins Narendra Modi! @SifyDotCom Cartoon #Rahulgandhi #NOCONFIDENCEVOTE https://t.co/scjrjhuywj,positive
"Rt @twtpoonam: pls casse-

En ce qui concerne les députés disqualifiés de l'AAP, la Haute Cour de Delhi a donné à sa Jawa au sujet de la Bureau de la Commission électorale et de Prashant Patel…",positive
"RT @AAJTAK: Le Congrès s'est plaint auprès du commissaire aux élections et du candidat Rajya Sabha du parti Aam Aadmi, ND Gupta, a déclaré que le Bureau du profit…",positive
"RT @AAJTAK: Exclusif: Ashutosh était également en désaccord au nom de Sushil Gupta, protesté à la réunion de PAC! @Pankajjainclick
https://t.co/j6iq817hol",positive
"En conséquence, 28% diminue à 18%. En conséquence, il diminue de 56 à 36 :) #gst #gstoverhal",positive
"Siddharth Nath Singh a donné la formule BMB, dans laquelle Bhag était de Mukul Bhaag à Bhaag Mamta Bhaag. Maintenant, Mukul est dans le parti, alors le public dira bmb, m qui ?? ,",positive
"Le bureau du parti Aam Aadmi a été volé dans les premières heures d'hier. Plus tôt a volé la voiture, il a maintenant apporté à l'homme du commun qui a obtenu le soutien. Tout le monde s'est rencontré !! ;) #AAP",positive
"La culture VIP était terminée, pas avec ce pays. Ensuite, quels VIP sont nés, à partir des 13 vols en retard de l'aéroport de Delhi? #Vip #igiairport",positive
"RT @Roshani_thokne: Joyeux anniversaire #SRK # Kingkhanat52
Quelque chose se passe.",positive
"RT @AAJTAK: Que disent AAP MLA sur l'annulation d'Amanatullah Khan @Drkumarvishwas. Voir, correspondant AAJ TAK @PankClick de la conversation exclusive…",positive
"Soit les ravages des inondations se sont terminés en quelques jours, soit la pluie des annonces gouvernementales a été réalisée? La commission électorale ne pouvait pas convaincre",positive
"Ne faites pas un câlin à Trump, donnez certainement à Rahul Ji. Il semble que de ces choses que quelqu'un prenne votre rotation au nom de Rahul Ji… https://t.co/wfk15whi8x3",positive
"Doit regarder la vidéo
Coup.

Dès que les enfants avec le slogan de Chowkidar Chor Hai… https://t.co/qzmbodlyfm",positive
"Pause exclusive-
Selon les sources, 13 et deux sont sur le point de compromettre.

Le Congrès acceptera 15 sièges. Amethi-rai… https://t.co/ul6wdmzqpj",positive
"Sources supérieures -

Une autre tentative de rassembler le Congrès dans la Grande Alliance en UP a échoué.

La Grande Alliance au Congrès UP… https://t.co/dyseql31hw",positive
"@Relllyswara C'est une bonne actrice .. Face à face, commentaires personnels sur l'artiste n'est pas approprié.",positive
@Zoo_bear @twitter @Gutrgoo @thinkarspad @sureshnakhua Tous devront sortir avec la main dans la poche de votre main. Hahaha je plaisante,positive
"Rupture exclusive
Le 20 décembre, sur le partage du siège, Rahul Gandhi avec les parties de la Grande Alliance du Bihar à 13h30… https://t.co/igyvj04rm4",positive
"""Maha March"" des ""saints"" dans Rewa contre le gouvernement Shivraj
. @ Incmp.",positive
"Digvijaya Singh, Jyotiraditya scindia s'engage dans un crachat verbal en présence de Rahul Gandhi https://t.co/uxuqmhof10 via @indialyatoday",positive
Exclusif: Rahul Gandhi ira maintenant à Dubaï après Kailash Mansarovar https://t.co/pxgbqeibas via @aajtak,positive
"Exclusif: Lors de la réunion CWC, Rahul a donné le conseil à apprendre du BJP et du RSS! https://t.co/ik4wkzkq3r via @ aajtak… https://t.co/pq5lfyslta",positive
"Exclusif-
Rahul ira maintenant en Europe après le Moyen-Orient, Rahul ira maintenant en Europe, se préparant à changer l'image https://t.co/56nyipuszj via @ aajtak… https://t.co/hf8zdisvwwo",positive
"Exclusif: Dans la bataille de 2019, Rahul prendra le soutien des données https://t.co/svrytg0ypn via @aajtak @rahulgandhi @incindia",positive
RT @Kumarvikrants: Exclusif: Processus de sélection du comité de travail de Rahul Pas même au Congrès https://t.co/vzvviqikcy via @aajtak,positive
"RT @Snehanshus: Samajwadi Party pour ramener Jaya Bachhan à Rajya Sabha, fête a jeté Naresh Aggarwal @Kumarvikrants https://t.co/55fzupgdci",positive
"Break exclusif - Jaya Bachchan de la fête de Samajwadi au billet Rajya Sabha, Naresh Aggarwal Not Ticket @ Yadavakhilesh… https://t.co/d3v9xejvgm",positive
Exclusif: Rahul Gandhi est arrivé au mariage d'un jeune homme travaillant à la maison https://t.co/hquoizfqzr via @aajtak,positive
Exclusif: le congrès de Rahul n'a pas non plus modifié le processus de sélection du comité de travail https://t.co/vzvviviqikcy via @aajtak,positive
. @OfficeOfrg @incindia Newsbreak exclusif ne sera même pas venu à la formation du nouveau comité de travail du Congrès. 2019… https://t.co/o12mkzprh,positive
"@Incindia Réunion du parti parlementaire - Sonia Gandhi a félicité @OfficeOfrg pour devenir président, accueilli et Rahul… https://t.co/2plwlwlft3mf",positive
"La mort du juge Loya fait l'objet d'une enquête par via PIL mais pour être indépendante par SIT, NIA et CBI impliqués… https://t.co/rjy7bevge5",positive
Exclusif: le Congrès a changé l'équipe des médias sociaux au Karnataka- https://t.co/omvvwne3eh @officeofrg @incindia @inckarnataka,positive
"`` Shivbhakta '' Rahul a été vu portant une guirlande de Rudraksha autour de son cou

https://t.co/zhe3tambdu

Partagé via l'application de nouvelles aajtak… https://t.co/jyri89r9q3",positive
@Santosh_biet @jhasanjay @officeofrg @narendramodi @incgujarat @anecgujarat @andiajtak @indiatoday @ bjp4india wht ready y… https:/t.co/abbqkupp,positive
Joyeux mariage. Félicitations à vous deux. @Anushkasharma @imvkohli le plus fan du film et du cricket du pays… https://t.co/hg0v5ax3hd,positive
"@OfficeOfrg a raconté ces 2 histoires, dit - Lisez @ancindia @aadeshrawal, pas dans la fête",positive
. @ OfficeOfrg bonne vidéo distribuant des carames aux enfants. @Incgujarat @rssurjewala @aajtak @incinc @arjunc @ rachitseth… https://t.co/a8qflxm3il,positive
"RT @Snehanshus: Aujourd'hui, vous serez heureux. Mais alors la même affaire de moi. GM et Happy Sunday. https://t.co/rbpwqkakfh",positive
@aajtak @officeofrg @ahmedpatel @incindia Exclusive: «Plan de paix» du Congrès pour vaincre BJP dans le Gujarat-https: //t.co/yqensf8v27,positive
"@Aajtak Bhadana a quitté le Congrès. Il est d'abord allé à INLD, maintenant il est un député du BJP. PLZ Clearffy",positive
"@aajtak @officeofrg @indianpac @incindia actuellement pk en Andhra avec le Congrès YSR, le Congrès a besoin de main libre -https: //t.co/sopuledh00",positive
"RT @AAJTAK: Exclusif: Le Cachemire est plus menacé par la Chine, Dragon joue une telle marionnette de jeu, le Pakistan restera une marionnette
https://t.co/nqxc1tsrud https…",positive
"RT @K_vikrant_s: @aajtak @officeofrg @incindia @indiatoday est arrivé à l'arrêt du plan de Rahul Super-40, histoire exclusive https:…",positive
"@aajtak @officeofrg @incindia @india @indiatode s'est arrêté avant le plan de Rahul Super-40, histoire exclusive https://t.co/yerpdmsfi",positive
@ AVIRALSINGH99 @Sirbullymammoth @ Cnnnews18 plz bro .. thoda bahut Main bhi janta hoon.,positive
"Tout le monde veut gagner, mais il y a un père qui est satisfait des progrès du fils.",positive
RT @K_vikrant_s: @aajtak @inceindia @officeofrg Histoire exclusive .. Prévoyez d'ajouter des professionnels et des commerçants à Rahul https://t.co/esp5upltcb,positive
@aajtak @incindia @officeofrg Histoire exclusive .. Planifiez d'ajouter des professionnels et des commerçants Rahul https://t.co/esp5upltcb,positive
@Incindia @officeofrg @rahulkanwal kumar vikrant exclusif: maintenant Rahul changera le Congrès avec la formule «3k»! https://t.co/bgyk2fqgwq,positive
@Amahayas @aajaymaken mere maken ji ke beech me na aao yar. Main unse Light Mazak Kar Rha Tha. Gn,positive
"@aajtak @officeofrg @yadavakhilesh kumar vikrant
Exclusif: le nouveau slogan de SP-Congress: 'Votre garçon contre Modi externe' https://t.co/eimzgrpk94",positive
"@Aajtak @yadavakhilesh plz lire, peut-être que la difficulté du Congrès est terminée",positive
"Rt @acharyapramodk: bjp dit 'si nous le faisons, vous le faites, alors terrorisme', veuillez lire ce statut @ digvijaya_28 https://t.co/aq31tshk/",positive
RT @prafulshri: Cette photo conservée dans la maison de Sakshi lui dit des intentions élevées. Photo gracieuseté @ mjaved819 https://t.co/1pfyfvuftp,positive
"@Aajtak @rahulkanwal kumar vikrant singh
Exclusif: Rahul Gandhi combatra le gouvernement pour les tribus, Plan Ready https://t.co/qbqlxmutxq",positive
"@Aajtak @rahulkanwal kumar vikrant exclusif: `` groupe de politiques '' sera formé au Congrès, l'opinion sera prise auprès du public et des experts https://t.co/6j3i1g9hqy",positive
Costume pehankar Jaayengen Jang Ke Maidaan Par? Tous les meilleurs janaab! https://t.co/nzgxa4n1zl,positive
"RT @Cobrapost: Saumya Tandon a catégoriquement refusé la proposation.
""Main Kisi Bhi Party SE, Koi Bhi Affiliation personnelle Ke Liye Nahi Karna Chaht…",positive
Baat Pate Ki Hai,positive
"Rt @iyogimanish: Pour le plus beau humain avec un cœur pur 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 😍💕 😍💕 😍💕 😍💕 😍💕 😍💕 😍💕 😍💕
~ Comme tu es belle,
Quel beau visage tu es…",positive
"Rt @iyogeshtripathi: aaj se goa ka safer shuru
Goa Aur Gori Mam
dekhte rahiye bhabhi ji ghar per hai😄😄😄😄💖💖💖 https://t.co/vronnu6vdv",positive
"RT @AAJTAK: #HuntForniravModi
AAJ TAK exclusif
«Aaj Tak» a parlé au père de Nirav Modi en Belgique. Vous pouvez également regarder cette vidéo (@Lovenatandon)
un…",positive
RT @Lovenatandon: Je souhaite Gham Ke Bhi nakhre hote 🤓 https://t.co/raqspom0st,positive
Je souhaite à Gham Ke bhi nakhre hote 🤓 https://t.co/raqspom0st,positive
